sentence,Index
अभिनेत्री ईशा केसकर आणि अभिनेता ओंकार भोजनेचा ‘सरला एक कोटी’ हा चित्रपट नुकताच प्रदर्शित झाला,0
चित्रपटाला प्रेक्षकांचा संमिश्र प्रतिसाद मिळताना दिसत आहे.,0
पण अनेक ठिकाणी या चित्रपटाला स्क्रिन्स मिळत नसल्याची तक्रार समोर येत आहे.,0
‘सरला एक कोटी’ या चित्रपटात अभिनेत्री ईशा केसकर मुख्य भूमिकेत झळकत आहे.,0
"या चित्रपटाचा ट्रेलर, पोस्टर आणि गाणी सुपरहिट ठरली होती.",0
"“सरला एक कोटी’’ या चित्रपटाची कथा, पटकथा आणि दिग्दर्शन ‘आटपाडी नाईट्स’चे नितीन सिंधुविजय सुपेकर यांनी केले आहे",0
आरती चव्हाण यांनी या चित्रपटाची निर्मिती केली आहे.,0
‘झिम्मा’ हा चित्रपट करोना काळानंतर चित्रपटगृहात प्रदर्शित होणारा पहिला मराठी चित्रपट ठरला,0
या चित्रपटाने बॅाक्स ॲाफिसवर अक्षरशः धुमाकूळ घातला होता.,0
रसिकांना हा चित्रपट आपल्या आयुष्याशी खूप साधर्म्य साधणारा वाटला,0
जगभरातल्या प्रेक्षकांनी ‘झिम्मा’वर भरभरून प्रेम केले.,0
सिनेरसिकांच्या याच प्रेमामुळे हेमंत ढोमे ‘झिम्मा २’ आपल्या भेटीला घेऊन येणार आहेत.,0
आजच या चित्रपटाचा एक गमतीदार टीझर प्रदर्शित करून या आगामी चित्रपटाची घोषणा करण्यात आली.,0
‘झिम्मा’ या चित्रपटात सर्व बायका लंडनच्या टूरला जातात असं दाखवलं होतं.,0
‘झिम्मा’वर प्रेक्षकांशी भरभरून प्रेम केले.,0
आनंद एल. राय आणि क्षिती जोग या चित्रपटाचे निर्माते आहेत,0
प्रसिद्ध दिग्दर्शक नागराज मंजुळे यांचा ‘सैराट’ हा चित्रपट प्रदर्शित होऊन ६ वर्षे उलटली आहेत.,0
आजही या चित्रपटाची चर्चा होत असते.,0
चित्रपटातील ‘आर्ची’ आणि ‘परश्या’ ही दोन मुख्य पात्र चांगलीच गाजली.,0
प्रेक्षक आजही या पात्रांना विसरलेले नाहीत.,0
"‘फँड्री’, ‘सैराट’, ‘नाळ’, ‘झुंड’ यांसारखे सुपरहिट चित्रपट देणारे नागराज मंजुळे सध्या चर्चेत आहेत.",0
त्यांचा ‘घर बंदूक बिर्याणी’ चित्रपट लवकरच प्रेक्षकांच्या भेटीला येणार आहे.,0
निमिताने शोध मराठी मनाचा २०२३ या कार्यक्रमात नागराज मंजुळे आणि आकाश ठोसर सहभागी झाले होते,0
हा चित्रपट एक वेगळा चित्रपट आहे,0
"‘घर, बंदूक, बिरयानी’ या चित्रपटाचा टीझर काही दिवसांपूर्वी प्रदर्शित झाला होता.",0
चित्रपटाचा टीझर पाहिल्यानंतर पोलिस व गुन्हेगार यांच्याभोवती फिरणारी ही चित्रपटाची कथा आहे असं दिसून येत आहे.,0
मार्च महिन्यात हा चित्रपट प्रदर्शित होणार असल्याचे बोललं जात आहे.,0
नागराज मंजुळे यांच्या या चित्रपटाचं दिग्दर्शन हेमंत जंगल अवताडे यांनी केलं आहे.,0
चित्रपटाचा टीझर पाहिल्यानंतर प्रेक्षक नागराज यांच्या नव्या लूकचं कौतुक करत आहेत.,0
चित्रपटाची वाट पाहत आहोत असं प्रेक्षकांनी कमेंटच्या माध्यमातून म्हटलं आहे.,0
चिन्मय मांडलेकर हा मनोरंजन सृष्टीतील एक बहुआयामी अभिनेता म्हणून ओळखला जातो.,0
हिंदी सिनेसृष्टीतही त्याने आपला ठसा उमटवला आहे,0
द काश्मीर फाइल्स’ या चित्रपटातील त्याच्या कामाचं प्रचंड कौतुक झालं.,0
तर सध्या तो ‘गांधी-गोडसे: एक युद्ध’ या चित्रपटामुळे चर्चेत आहे.,0
हा चित्रपट लवकरच प्रेक्षकांच्या भेटीला येणार असतानाच त्याचा चाहत्यांना त्याने आणखीन एक सरप्राईज दिलं आहे,0
 तो लवकरच एका मराठी चित्रपटात झळकणार आहे.,0
‘आलंय माझ्या राशीला’ असं त्याच्या आगामी चित्रपटाचं नाव आहे.,0
नुकताच या चित्रपटाचा धमाकेदार टिझर प्रदर्शित झाला असून अल्पावधीतच तो प्रेक्षकांच्या पसंतीस उतरला आहे.,0
या चित्रपटात चिन्मय मध्यवर्ती भूमिकेत असून विविध राशींच्या गमतीजमती त्यांची वैशिष्ट्य आपल्याला चित्रपटातून जाणून घेता येणार आहेत.,0
मराठी चित्रपटसृष्टीमधील अतिशय लोकप्रिय दिग्दर्शक म्हणून हेमंत ढोमेला ओळखले जाते.,0
तो कायमच विविध धाटणीचे चित्रपट प्रेक्षकांसमोर आणण्याचा प्रयत्न करत असतो,0
काही महिन्यांपूर्वी त्याचा ‘झिम्मा’ हा चित्रपट चांगलाच गाजला होता,0
या चित्रपटाने बॉक्स ऑफिसमध्येही चांगले कलेक्शन केले होते,0
नुकतंच हेमंत ढोमेने दिग्दर्शक परेश मोकाशी यांच्या ‘वाळवी’ चित्रपटाबद्दल एक पोस्ट शेअर केली आहे.,0
या पोस्टमध्ये त्याने वाळवी चित्रपटाचे एक पोस्टर शेअर केले आहे,0
झी स्टुडिओज आणि मधुगंधा कुलकर्णी यांनी ‘वाळवी’ची निर्मिती केली आहे.,0
"या चित्रपटाची कथा, पटकथा आणि सवांद परेश मोकाशी आणि मधुगंधा कुलकर्णी यांचे आहेत.",0
"यात स्वप्नील जोशी, सुबोध भावे, अनिता दाते, शिवानी सुर्वे हे कलाकार झळकणार आहे.",0
चित्रपटाचा ट्रेलर चांगलाच हिट ठरताना दिसत आहे.,0
व्यक्तिरेखा चित्रपटाबद्दलची उत्कंठा अधिकच वाढवणाऱ्या आहेत.,0
‘वाळवी’ हा मराठीतील पहिला थ्रिलकॅाम चित्रपट आहे.,0
सध्या हिंदीप्रमाणे मराठीतदेखील बायोपिक चित्रपटांची लाट आली आहे.,0
"सुबोध भावेने बालगंधर्व, लोकमान्य टिळक. डॉ. काशीनाथ घाणेकर या व्यक्तींच्या आयुष्यावरील बायोपिकमध्ये काम केले आहे.",0
मराठीतले एक दिग्गज अभिनेते निळू फुले यांच्या जीवनावर आधारित आता बायोपिक येणार आहे,0
निळू फुले यांनी २५० पेक्षा जास्त मराठी आणि हिंदी चित्रपटांमध्ये काम केले आहे.,0
प्रसिद्ध मराठी अभिनेता प्रसाद ओक लवकरच दिग्गज अभिनेते निळू फुले यांच्या जीवनावर आधारित बायोपिक प्रेक्षकांच्या भेटीला घेऊन येत आहे.,0
तो या चित्रपटात दिग्दर्शकाच्या भूमिकेत दिसणार आहे,0
नुकताच तो ‘महाराष्ट्राचा फेव्हरेट कोण’ या पुरस्कार सोहळ्याला उपस्थित असताना त्याने माध्यमांशी बोलताना हे जाहीर केले.,0
काही दिवसांपूर्वी निळू फुले यांच्या वाढदिवसाच्या निमित्तानं प्रसाद ओकनं इन्स्टाग्रामवर एक पोस्ट लिहिली होती.,0
प्रसाद ओकने आजवर अनेक चित्रपटांतून प्रेक्षकांचं मनोरंजन केलं आहे.,0
सध्या तो ‘महाराष्ट्राची हास्यजत्रा’ कार्यक्रमात परिक्षकाच्या भूमिकेत आहे.,0
‘धर्मवीर: मुक्काम पोस्ट ठाणे’ या चित्रपटातील प्रसाद ओकची भूमिका प्रेक्षकांच्या पसंतीस उतरली होती.,0
या चित्रपटाचा दुसरा भाग लवकरच प्रेक्षकांच्या भेटीला येणार आहे.,0
रितेश देशमुख आणि जिनिलीया देशमुख यांनी सध्या प्रेक्षकांना वेड लावलं आहे.,0
गेले अनेक दिवस त्यांचा ‘वेड’ हा चित्रपट प्रचंड चर्चेत आहे.,0
पहिल्या दिवसापासूनच प्रेक्षकांनी या चित्रपटाला डोक्यावर घेतलेलं आहे,0
या चित्रपटाचे सर्वच शो सध्या हाऊसफुल असलेले पाहायला मिळत आहेत.,0
प्रेक्षकांबरोबरच बॉलिवूड कलाकारांनाही भुरळ घालायला हा चित्रपट कमी पडला नाही.,0
निर्माता करण जोहर याने आता एक पोस्ट लिहित रितेशचं कौतुक केलं आहे.,0
करणने नुकतंच इन्स्टाग्रामवर ‘वेड’ चित्रपटाचं एक पोस्टर शेअर केलं.,0
हे पोस्टर शेअर करत त्याने रितेशसाठी एक मोठी पोस्ट लिहिली.,0
मराठी चित्रपटांबद्दल त्याला प्रचंड अभिमान आहे.,0
तो फक्त उत्कृष्ट दिग्दर्शक आणि अभिनेताच नाही तर एक इतिहास रचणाऱ्या चित्रपटाचा दिग्दर्शक आहे,0
‘एका दिवशी सर्वाधिक कमाई करणारा मराठी चित्रपट’ हा सैराटच्या नावे असलेला विक्रम ‘वेड’ने मोडला.,0
तसंच हा रितेश देशमुखचा सर्वाधिक कमाई करणारा मराठी चित्रपट ठरला आहे.,0
"मराठी सिनेसृष्टीतील धडाकेबाज सुपरस्टार अशी ख्याती असणारे ज्येष्ठ अभिनेते, दिग्दर्शक आणि निर्माते महेश कोठारे यांचा जीवनप्रवास पुस्तकरूपात रसिकांच्या भेटीला आला आहे",0
या त्यांच्या संपूर्ण प्रवासात त्यांना मनोरंजन सृष्टीतील अनेक कलाकारांची साथ लाभली. यातलं एक नाव म्हणजे लक्ष्मीकांत बेर्डे.,0
लक्ष्मीकांत बेर्डे आणि महेश कोठारे यांनी अनेक चित्रपटांमध्ये एकत्र काम केले.,0
त्यांची जोडी प्रचंड लोकप्रिय झाली. त्यांनी अनेक सुपरहिट चित्रपट केले.,0
केदार शिंदे यांचा आगामी ‘महाराष्ट्र शाहीर’ हा चित्रपट खूप चर्चेत आहे,0
चित्रपटाबद्दल प्रेक्षकांच्या मनात प्रचंड उत्सुकता आहे.,0
चित्रपटाबद्दल नवीन नवीन गोष्टी समोर यायला सुरुवात झाली आहे,0
चित्रपटात शाहीर साबळे यांची भूमिका कोण साकारणार आहे हे काही महिन्यांपूर्वीच समोर आलं होतं.,0
‘महाराष्ट्र शाहीर’ या चित्रपटात साने गुरुजी यांची भूमिका कोण साकारणार हे नाव आज जाहीर करण्यात आलं.,0
‘महाराष्ट्र शाहीर’ या चित्रपटाच्या चित्रीकरणाला काही दिवसांपूर्वीच सुरुवात झाली.,0
अभिनेता अंकुश चौधरी या चित्रपटात शाहीर साबळे यांच्या भूमिकेत दिसणार आहे.,0
अभिनेत्री अश्विनी महांगडे हीदेखील या चित्रपटात महत्वपूर्ण भूमिकेत दिसणार आहे.,0
आज साने गुरुजी यांच्या जन्मदिनानिमित्त ‘महाराष्ट्र शाहीर’ या चित्रपटातील साने गुरुजींची पहिली झलक प्रेक्षकांच्या भेटीला आली आहे,0
अमित डोलावत या आधी ‘लक्ष्य’ या मालिकेत झळकला होता,0
मालिकेत त्याने अर्जुन करंदीकर नावाच्या पोलीस ऑफिसरची भूमिका साकारली होती.,0
आता तो ‘महाराष्ट्र शाहीर’ चित्रपटात साने गुरुजींच्या भूमिकेतून चाहत्यांच्या भेटीला येणार असल्याने तेही खूप खुश झाले आहेत.,0
"नटरंग’, ‘बालक-पालक’, ‘टाइमपास’सारखे सुपरहीट चित्रपट देणारे मराठी दिग्दर्शक रवी जाधव यांनी बॉलिवूडमध्येसुद्धा त्यांचं स्वतःचं असं स्थान निर्माण केलं आहे.",0
यातील त्यांच्या ‘टाइमपास’ चित्रपटाने बॉक्स ऑफिसवर चांगली कमाई केली होती.,0
या चित्रपटातील संवादांमुळे हा चित्रपट गाजला होता.,0
चित्रपटाचा नुकताच तिसरा भाग प्रदर्शित झाला होता,0
‘महाराष्ट्राचा फेव्हरेट कोण’ हा पुरस्कार सोहळ्यात टाईमपास ३ चित्रपटाला अनेक नामांकन मिळाली आहेत,0
या चित्रपटात एकूण पाच गाणी असून ती क्षितीज पटवर्धन यांनी लिहिली आहेत,0
तर संगीत अमितराज यांचं आहे,0
चित्रपटाची कथा रवी जाधव यांची असून प्रियदर्शन जाधव याने चित्रपटाची पटकथा आणि संवाद लिहिले आहेत,0
झी स्टुडिओज आणि अथांश कम्युनिकेशनची निर्मिती असलेल्या ‘टाइमपास ३’ चे दिग्दर्शन रवी जाधव यांनी केले आहे.,0
‘महाराष्ट्राची हास्यजत्रा’ या कार्यक्रमातून प्रसिद्धीझोतात आलेला अभिनेता म्हणजे ओंकार भोजने.,0
ओंकारने ‘महाराष्ट्राची हास्यजत्रा’ या मालिकेला रामराम केला.,0
झी मराठीवरील ‘फू बाई फू’ या कार्यक्रमात काम करताना दिसतो,0
पण हा कार्यक्रमही लवकरच बंद होणार आहे.,0
म्हणूनच आता ओंकार मराठी चित्रपटांकडे वळला आहे.,0
ओंकार चित्रपटांद्वारे प्रेक्षकांचं मनोरंजन करताना दिसेल,0
त्याच्या आगामी चित्रपटाचा टीझरही आता प्रदर्शित झाला आहे.,0
‘सरला एक कोटी’ असं या चित्रपटाचं नाव आहे,0
वनिता खरातने तिच्या इन्स्टाग्राम अकाऊंटद्वारे या चित्रपटाचा टीझर शेअर केला आहे,0
या टीझरमध्ये अभिनेत्री ईशा केसकर मुख्य भूमिका साकारताना दिसत आहे.,0
 ओंकारचा हटके अंदाज यामध्ये पाहायला मिळत आहे.,0
चित्रपटाची कथा एका सत्य घटनेवर आधारित आहे,0
तसेच या चित्रपटाची कथा ग्रामीण भागावर आधारित असल्याचं टीझर पाहिल्यानंतर लक्षात येतं.,0
या चित्रपटाचं दिग्दर्शन नितीन सिंधु विजय सुपेकर यांनी केलं आहे.,0
तर ओंकार व ईशासह छाया कदम चित्रपटात मुख्य भूमिकेमध्ये काम करताना दिसतील.,0
२० जानेवारीला हा चित्रपट सर्वत्र प्रदर्शित होईल.,0
सोनाली कुलकर्णी ही गेले अनेक दिवस तिच्या आगामी ‘व्हिक्टोरिया’ या चित्रपटामुळे खूप चर्चेत आहे.,0
‘व्हिक्टोरिया’ एक हॉरर चित्रपट असणार आहे.,0
काही दिवसांपूर्वी या चित्रपटाचा ट्रेलर प्रदर्शित झाला होता.,0
अंगावर काटा आणणाऱ्या या ट्रेलरने सर्वांचंच लक्ष वेधून घेतलं होतं.,0
या चित्रपटासाठी प्रेक्षक खूप उत्सुक होते,0
पण आता या चित्रपटाच्या प्रदर्शनाची तारीख पुढे ढकलण्यात आल्याचं जाहीर करण्यात आलं आहे.,0
"सोनाली कुलकर्णी, आशय कुलकर्णी आणि पुष्कर जोग यांची मुख्य भूमिका असलेल्या ‘व्हिक्टोरिया’ या चित्रपटाचं दिग्दर्शन विराजस कुलकर्णी आणि जीत अशोक यांनी मिळून केला आहे.",0
अभिनेता म्हणून प्रसिद्ध असलेला विराजस कुलकर्णी हा या चित्रपटाच्या निमित्ताने चित्रपट दिग्दर्शनात पदार्पण करत आहे,0
व्हिक्टोरिया’ हा चित्रपट आज म्हणजेच १६ डिसेंबर रोजी प्रदर्शित होणार होता.,0
मात्र प्रदर्शनाच्या प्रक्रियेदरम्यान आलेल्या काही अडचणींमुळे निर्मात्यांनी या चित्रपटाच्या प्रदर्शनाची तारीख पुढे ढकलण्याचं ठरवलं आहे.,0
सोनाली कुलकर्णीने सोशल मीडियावरून माहिती दिली.,0
चित्रपटाचा एक नवीन टीझर तिच्या इन्स्टाग्राम अकाउंटवर शेअर केला,0
आजच्याच दिवशी ‘अवतार २’ हा चित्रपट प्रदर्शित झाला आहे.,0
प्रदर्शनाआधीच या चित्रपटाने ॲडव्हान्स बुकिंगमधून रेकॉर्डब्रेक कमाई केली,0
महाराष्ट्रातही हा चित्रपट भरपूर स्क्रीन्सवर प्रदर्शित झाला आहे.,0
त्यामुळेच ‘व्हिक्टोरिया’ या चित्रपटाला स्क्रीन्स मिळण्यात अडचण आल्याचं बोललं जात आहे.,0
आता हा चित्रपट पुढील महिन्यात म्हणजेच १३ जानेवारी रोजी चित्रपटगृहात प्रदर्शित होईल.,0
२०१८ साली प्रवीण तरडे दिग्दर्शित ‘मुळशी पॅटर्न’ हा चित्रपट प्रदर्शित झाला होता.,0
हा चित्रपट तुफान गाजला.,0
‘मुळशी पॅटर्न’ चित्रपटात उद्योगांसाठी जमिनी गेलेल्या शेतकऱ्यांच्या पुढच्या पिढ्यांची विदारक कहाणी मांडण्यात आली होती.,0
आता या चित्रपटाचा दुसरा भाग प्रेक्षकांच्या भेटीला येणार आहे.,0
प्रवीण तरडे यांनी नुकतीच महाराष्ट्र किंग आणि क्विन कॉन्टेस्ट २०२३ या कार्यक्रमात हजेरी लावली होती,0
यावेळी प्रवीण तरडे यांनी ‘मुळशी पॅटर्न २’ची घोषणा केली.,0
मुळशी पॅटर्न चित्रपटाला प्रेक्षकांनी अक्षरशः डोक्यावर घेतलं.,0
"या चित्रपटाची कथा, संवाद, गाणी, कलाकारांचा अभिनय हे सगळंच प्रेक्षकांना आवडलं.",0
प्रवीण तरडे यांनी या चित्रपटाच्या पुढील भागाची घोषणा केल्याने या चित्रपटाबद्दल प्रेक्षक खूप उत्सुक झाले आहेत,0
मुळशी पॅटर्न 2 कधी प्रदर्शित होईल हेही लवकरच समोर येईल.,0
"सरळ, साध्या गृहिणीच्या स्वप्नाचा रंजक प्रवास दाखवणारा ‘गोष्ट एका पैठणीची’ हा चित्रपट सध्या प्रेक्षकांच्या मनात घर करत आहे",0
बिग बॉस मराठी’च्या दुसऱ्या पर्वाचं विजेतपद शिव ठाकरेने पटकावलं,0
शिवने त्याचं हे स्वप्न पूर्ण करत ‘बिग बॉस १६’च्या फिनालेपर्यंत मजल मारली,0
मराठीसह हिंदी चित्रपटांमध्ये काम करण्याची त्याची इच्छा आहे.,0
मराठी चित्रपटांसाठी सध्या माझं काम सुरू आहे,0
बॉलिवूड अभिनेता शाहरुख खान मुख्य भूमिकेत असलेला ‘पठाण’ चित्रपट २५ जानेवारीला प्रदर्शित झाला.,0
महिना उलटून गेला तरी चित्रपटाने बॉक्स ऑफिसवर आपला दबदबा कायम ठेवला आहे,0
चित्रपटाने बाहुबली चित्रपटाचा रेकॉर्ड मोडला आहे.,0
शाहरुखने तब्बल ४ वर्षानंतर मोठ्या पडद्यावर कमबॅक केलं आहे,0
शाहरुखने खास चाहत्यांचे आभार मानले आहेत.,0
शाहरुख खान गेल्या काही दिवसांपासून सोशल मीडियावर सक्रीय आहे,0
 चित्रपटाबद्दल त्याने सातत्याने अपडेट चाहत्यांना दिले आहेत,0
‘पठाण’ आता हिंदी चित्रपटसृष्टीत सर्वाधिक कमाई करणारा चित्रपट ठरला असून सोशल मीडियावर याबद्दल चांगलीच चर्चा होत आहे,0
शाहरुख खानच्या या चित्रपटात दीपिका पदुकोण महत्त्वाच्या भूमिकेत आहे,0
तर जॉन अब्राहम नकारात्मक भूमिकेत आहे.,0
शाहरुख आणि जॉनने पहिल्यांदाच स्क्रीन शेअर केली आहे.,0
चित्रपटाच्या स्टार कास्टमध्ये डिंपल कपाडिया आणि आशुतोष राणा यांसारख्या उत्कृष्ट कलाकारांचा समावेश आहे.,0
सलमान खानने या चित्रपटात टायगरच्या रोलमध्ये कॅमिओ केला होत.,0
अजय देवगणच्या ‘दृश्यम २’ चित्रपटाने बॉक्स ऑफिसवर भरघोस कमाई केली,0
‘दृश्यम २’ला प्रेक्षकांनी डोक्यावर उचलून धरलं.,0
आता अजयच्या आगामी चित्रपटाची जोरदार चर्चा सुरू झाली आहे.,0
. अजयचा ‘भोला’ चित्रपट लवकरच प्रेक्षकांच्या भेटीला येणार आहे.,0
या चित्रपटाचा टीझर प्रदर्शित झाल्यानंतर ट्रेलरकडे सगळ्यांचं लक्ष लागून राहिलं होतं.,0
नुकताच ‘भोला’चा धमाकेदार ट्रेलरही प्रदर्शित झाला आहे.,0
ट्रेलरमध्ये अजय व तब्बूचा एक वेगळाच लूक पाहायला मिळत आहे.,0
"अ‍ॅक्शन सीन्स, क्राइम थ्रीलर असा हा चित्रपट असल्याचं ट्रेलरमधून दिसून येत आहे.",0
ट्रेलरमध्ये अजयसह तब्बू भलतीच भाव खाऊन गेली आहे.,0
भोला’चा ट्रेलर चाहत्यांच्या पसंतीस पडला आहे.,0
‘मोगलमर्दिनी छत्रपती ताराराणी’ असं या चित्रपटाचं नाव असून नुकताच या बहुप्रतीक्षित चित्रपटाचा टीझर प्रदर्शित झाला आहे.,0
सोनाली कुलकर्णीची प्रमुख भूमिका असलेल्या या चित्रपटाची गेले अनेक महिने चर्चा होती,0
या चित्रपटातून बिकट आणि क्लिष्ट परिस्थितीतही ज्यांनी उत्तम व्यवस्थापनाचे उदाहरण स्थापित केले,0
नुकतेच याचे चित्रीकरण पूर्ण झाले असून चित्रपटाचा टीझर सोशल मीडियावर प्रदर्शित झाला आहे.,0
या टीझरच्या सुरुवातीलाच सोनाली कुलकर्णी साकारात असलेल्या ताराराणी यांचा करारी अंदाज दिसत आहे,0
"चित्रपटाचे दिग्दर्शन राहुल जनार्दन जाधव यांनी केले असून प्लॅनेट मराठी, अक्षय विलास बर्दापूरकर आणि मंत्रा व्हिजन प्रस्तुत या चित्रपटाचे क्रिएटिव्ह व्हाईब आणि समीर अरोरा हे सहनिर्माते आहेत",0
या चित्रपटाची पटकथा आणि संवाद डॉ. सुधीर निकम यांचे असून या चित्रपटाला सुप्रसिद्ध संगीतकार अवधुत गुप्ते यांचे संगीत लाभले आहे. लवकरच हा चित्रपट प्रेक्षकांच्या भेटीला येईल.,0
मराठीमधील सुप्रसिद्ध दिग्दर्शकांच्या यादीमध्ये नागराज मंजुळे यांचं नाव टॉपला आहे,0
सामान्य लोकांनाही आपलासा वाटेल असे चित्रपट रुपेरी पडद्यावर घेऊन येणं ही नागराज मंजुळे यांची खासियत,0
"त्यांनी आजवर ‘फँड्री’, ‘सैराट’, ‘नाळ’, ‘झुंड’ यांसारखे सुपरहिट चित्रपट मराठी चित्रपटसृष्टीला दिले.",0
आता नागराज एक बायोपिक चित्रपट बनवण्याच्या तयारीत आहेत.,0
हिंदीसह मराठीमध्येही आजवर बरेच बायोपिक चित्रपट प्रदर्शित झाले,0
आता नागराज यांनीही त्यांच्या नव्या बायोपिक चित्रपटाची घोषणा केली आहे.,0
भारताचे दिवंगत कुस्तीपटू खाशाबा जाधव यांच्या जीवनावर आधारित चित्रपट बनवण्याच्या ते तयारीमध्ये आहेत,0
खाशाबा जाधव यांच्या जीवनावर आधारित चित्रपट तयार करणं ही माझ्यासाठी आनंदाची गोष्ट असेल,0
या चित्रपटाचं चित्रीकरण कुठे करता येईल हा नंतरचा भाग आहे.,0
केदार शिंदे यांचा आगामी ‘महाराष्ट्र शाहीर’ हा चित्रपट खूप चर्चेत आहे,0
या चित्रपटाबद्दल प्रेक्षकांच्या मनात प्रचंड उत्सुकता आहे.,0
हळूहळू या चित्रपटाबद्दल नवीन नवीन गोष्टी समोर यायला सुरुवात झाली आहे.,0
. केदार शिंदे सोशल मीडियाच्या माध्यमातून चित्रपटाबद्दल माहिती शेअर करत करत असतात,0
नुकतीच त्यांनी चित्रपटाची पहिली झलक प्रेक्षकांच्या भेटीस आणली आहे.,0
‘महाराष्ट्र शाहीर’ या चित्रपटाच्या मोशन पोस्टरमध्ये पाठीमागे जय जय महाराष्ट्र माझा हे गाणे वाजत आहे,0
या चित्रपटाची पटकथा आणि संवाद प्रतिमा कुलकर्णी यांचे आहेत,0
तर या चित्रपटाला संगीत अजय- अतुल यांचं असणार आहे.,0
चित्रपटाचं मोशन पोस्टरवर चाहत्यांच्या प्रतिक्रिया येत आहेत,0
या चित्रपटात अभिनेता अंकुश चौधरी शाहीर साबळे यांची भूमिका साकारणार आहे.,0
त्याबरोबरीने अभिनेत्री अश्विनी महांगडे हीदेखील या चित्रपटात महत्वपूर्ण भूमिकेत दिसणार आहे.,0
सुप्रसिद्ध दिग्दर्शक नागराज मंजुळे यांच्या चित्रपटाची दिग्दर्शक आतुरतेने वाट पाहत असतात.,0
"झुंड’ चित्रपटाच्या भरघोस यशानंतर त्यांनी काही दिवसांपूर्वीच ‘घर, बंदूक, बिरयानी’ चित्रपटाची घोषणा केली.",0
गेल्यावर्षीच दिवाळीच्या मुहुर्तावर चित्रपटाचा टीझर प्रदर्शित करण्यात आला होता.,0
टीझर प्रदर्शित होताच प्रेक्षकांचा याला प्रचंड प्रतिसाद मिळत असल्याचं दिसत आहे.,0
वेगळं नाव आणि वेगळ्या ढंगात टीझर सादर केल्याने लोकांनी त्याला पसंती दर्शवली.,0
चित्रपटामधील नागराज मंजुळे यांचा लूक अगदी थक्क करणारा आहे.,0
तसेच चित्रपटामधील इतर कलाकारांचे चेहरेही यामध्ये दिसत आहेत.,0
आता मात्रया चित्रपटात प्रदर्शन पुढे ढकलण्यात आलं आहे.,0
हा चित्रपट मार्चच्या अखेरीस प्रदर्शित होणार होता,0
मात्र आता त्याच्या प्रदर्शनाची तारीख पुढे ढकलण्यात आल्याची माहिती नागराज मंजुळे यांनी सोशल मीडियावरून दिली.,0
पण चाहत्यांना या चित्रपटाच्या निर्मात्यांनी एक सरप्राइज दिलं आहे.,0
झी स्टुडिओजच्या अधिकृत सोशल मीडिया अकाऊंटवर या चित्रपटाच्या पहिल्या गाण्याबद्दल एक बातमी शेअर करण्यात आली आहे.,0
या गाण्याचा टीझर नुकताच त्यांनी सोशल मीडियावर शेअर केला आहे.,0
या चित्रपटातील ‘गुन गुन’ हे गाणं उद्या प्रेक्षकांच्या भेटीला येणार आहे.,0
टीझरमध्ये चित्रपटातील अभिनेता आकाश ठोसर आणि अभिनेत्री सायली पाटील यांची खास झलकही बघायला मिळणार आहे,0
या टीझरवरून या दोघांमध्ये एक छानशी लव्हस्टोरी बघायला मिळू शकते.,0
"या चित्रपटात नागराज मंजुळे, सयाजी शिंदे आणि आकाश ठोसर हे महत्त्वपूर्ण भूमिकेत दिसणार असल्याने यांना एकत्र स्क्रीन शेअर करताना बघण्याची प्रेक्षक वाट पाहत आहेत",0
या चित्रपटाच्या प्रदर्शनाची तारीख पुढे ढकलण्यामागचं अधिकृत कारण अद्याप समोर आलेलं नाही,0
मात्र नागराज मंजुळे यांनी अजय देवगणच्या आगामी ‘भोला’ या चित्रपटामुळे हा निर्णय घेतल्याचं बोललं जात आहे.,0
अभिनेता-दिग्दर्शक प्रसाद ओक याचा कालच वाढदिवस झाला,0
यानिमित्त त्याच्या चाहत्यांबरोबरच मनोरंजन सृष्टीतील त्याच्या अनेक मंडळींनी त्याच्यावर शुभेच्छांचा वर्षाव केला.,0
